CODIGO,clust
764000001000000020125000000000,1
764000001000000020126000000000,1
764000001000000020127000000000,1
764000001000000020130000000000,1
764000001000000020131000000000,1
764000001000000020136000000000,1
764000001000000020142000000000,1
764000001000000020145000000000,1
764000001000000020150000000000,1
764000001000000020153000000000,1
764000001000000020154000000000,1
764000001000000020157000000000,1
764000001000000020159000000000,1
764000001000000020160000000000,1
764000001000000020161000000000,1
764000001000000020162000000000,1
764000001000000020165000000000,1
764000001000000020166000000000,1
764000001000000020170000000000,1
764000001000000020171000000000,1
764000001000000020173000000000,1
764000001000000020174000000000,1
764000001000000020175000000000,1
764000001000000020176000000000,1
764000001000000020177000000000,1
764000001000000020178000000000,1
764000001000000020180000000000,1
764000001000000020182000000000,2
764000001000000020183000000000,2
764000001000000020184000000000,2
764000001000000020189000000000,2
764000001000000020190000000000,2
764000001000000020193000000000,3
764000001000000020194000000000,2
764000001000000020196000000000,1
764000001000000020197000000000,1
764000001000000020198000000000,2
764000001000000020199000000000,2
764000001000000020200000000000,2
764000001000000020204000000000,1
764000001000000020205000000000,2
764000001000000020206000000000,1
764000001000000020207000000000,1
764000001000000020208000000000,2
764000001000000020209000000000,1
764000001000000020210000000000,1
764000001000000020212000000000,2
764000001000000020214000000000,1
764000001000000020215000000000,2
764000001000000020216000000000,1
764000001000000020217000000000,1
764000001000000020222000000000,1
764000001000000020223000000000,1
764000001000000020227000000000,1
764000001000000020232000000000,1
764000001000000020241000000000,3
764000001000000020242000000000,3
764000001000000020244000000000,2
764000001000000020245000000000,2
764000001000000020247000000000,1
764000001000000020248000000000,3
764000001000000020249000000000,2
764000001000000020256000000000,2
764000001000000020257000000000,1
764000001000000020258000000000,2
764000001000000020259000000000,2
764000001000000020260000000000,2
764000001000000020261000000000,2
764000001000000020262000000000,2
764000001000000020264000000000,1
764000001000000020265000000000,1
764000001000000020266000000000,2
764000001000000020267000000000,2
764000001000000020269000000000,2
764000001000000020270000000000,3
764000001000000020271000000000,3
764000001000000020273000000000,1
764000001000000020274000000000,1
764000001000000020275000000000,2
764000001000000020276000000000,2
764000001000000020277000000000,2
764000001000000020278000000000,2
764000001000000020279000000000,3
764000001000000020286000000000,1
764000001000000020293000000000,2
764000001000000020296000000000,1
764000001000000020299000000000,2
764000001000000020300000000000,1
764000001000000020302000000000,2
764000001000000020303000000000,2
764000001000000020304000000000,2
764000001000000020305000000000,2
764000001000000020306000000000,2
764000001000000020307000000000,2
764000001000000020311000000000,1
764000001000000020313000000000,2
764000001000000020314000000000,2
764000001000000020315000000000,2
764000001000000020317000000000,2
764000001000000020320000000000,2
764000001000000020321000000000,2
764000001000000020322000000000,2
764000001000000020323000000000,2
764000001000000020324000000000,2
764000001000000020325000000000,2
764000001000000020326000000000,2
764000001000000020327000000000,2
764000001000000020328000000000,2
764000001000000020329000000000,2
764000001000000020331000000000,1
764000001000000020332000000000,1
764000001000000020333000000000,1
764000001000000020334000000000,2
764000001000000020336000000000,1
764000001000000020340000000000,2
764000001000000020341000000000,2
764000001000000020342000000000,2
764000001000000020343000000000,1
764000001000000020345000000000,2
764000001000000020346000000000,2
764000001000000020347000000000,2
764000001000000020348000000000,2
764000001000000020349000000000,2
764000001000000020350000000000,1
764000001000000020352000000000,1
764000001000000020353000000000,1
764000001000000020389000000000,1
764000001000000020390000000000,1
764000001000000020391000000000,1
764000001000000020392000000000,1
764000001000000020395000000000,1
764000001000000020397000000000,1
764000001000000020399000000000,1
764000001000000020400000000000,2
764000001000000020401000000000,2
764000001000000020402000000000,2
764000001000000020403000000000,2
764000001000000020404000000000,2
764000001000000020405000000000,2
764000001000000020416000000000,1
764000001000000020418000000000,1
764000001000000020420000000000,2
764000001000000020422000000000,2
764000001000000020427000000000,1
764000001000000020428000000000,1
764000001000000020431000000000,2
764000001000000020434000000000,1
764000001000000020436000000000,2
764000001000000020437000000000,2
764000001000000020438000000000,2
764000001000000020439000000000,2
764000001000000020440000000000,2
764000001000000020441000000000,2
764000001000000020442000000000,2
764000001000000020443000000000,2
764000001000000020444000000000,2
764000001000000020445000000000,1
764000001000000020446000000000,2
764000001000000020447000000000,2
764000001000000020448000000000,2
764000001000000020449000000000,1
764000001000000020450000000000,2
764000001000000020451000000000,2
764000001000000020452000000000,2
764000001000000020453000000000,2
764000001000000020454000000000,2
764000001000000020455000000000,2
764000001000000020456000000000,2
764000001000000020457000000000,2
764000001000000020458000000000,2
764000001000000020459000000000,2
764000001000000020460000000000,2
764000001000000020461000000000,2
764000001000000020462000000000,2
764000001000000020463000000000,2
764000001000000020464000000000,2
764000001000000020465000000000,2
764000001000000020466000000000,2
764000001000000020467000000000,2
764000001000000020468000000000,2
764000001000000020469000000000,2
764000001000000020470000000000,2
764000001000000020471000000000,2
764000001000000020472000000000,2
764000001000000020473000000000,2
764000001000000020474000000000,2
764000001000000020475000000000,2
764000001000000020476000000000,2
764000001000000020477000000000,2
764000001000000020478000000000,2
764000001000000020479000000000,2
764000001000000020480000000000,2
764000001000000020481000000000,2
764000001000000020482000000000,2
764000001000000020483000000000,2
764000001000000020484000000000,2
764000001000000020485000000000,2
764000001000000020486000000000,2
764000001000000020487000000000,2
764000001000000020488000000000,2
764000001000000020489000000000,2
764000001000000020490000000000,2
764000001000000020491000000000,2
764000001000000020492000000000,2
764000001000000020493000000000,2
764000001000000020494000000000,2
764000001000000020495000000000,2
764000001000000020496000000000,2
764000001000000020497000000000,2
764000001000000020498000000000,2
764000001000000020499000000000,2
764000001000000020500000000000,2
764000001000000020501000000000,2
764000001000000020502000000000,2
764000001000000020503000000000,2
764000001000000020504000000000,2
764000001000000020505000000000,2
764000001000000020506000000000,2
764000001000000020507000000000,2
764000001000000020508000000000,2
764000001000000020509000000000,2
764000001000000020510000000000,1
764000001000000020511000000000,2
764000001000000020512000000000,2
764000001000000020513000000000,2
764000001000000020514000000000,2
764000001000000020515000000000,1
764000001000000020516000000000,2
764000001000000020517000000000,2
764000001000000020518000000000,2
764000001000000020519000000000,2
764000001000000020520000000000,1
764000001000000020521000000000,2
764000001000000020522000000000,2
764000001000000020523000000000,2
764000001000000020524000000000,1
764000001000000020525000000000,2
764000001000000020526000000000,2
764000001000000020527000000000,2
764000001000000020528000000000,2
764000001000000020529000000000,2
764000001000000020530000000000,1
764000001000000020531000000000,2
764000001000000020532000000000,2
764000001000000020533000000000,2
764000001000000020534000000000,2
764000001000000020535000000000,2
764000001000000020536000000000,2
764000001000000020537000000000,2
764000001000000020538000000000,2
764000001000000020539000000000,2
764000001000000020540000000000,2
764000001000000020541000000000,2
764000001000000020542000000000,2
764000001000000020543000000000,2
764000001000000020544000000000,2
764000001000000020545000000000,2
764000001000000020546000000000,2
764000001000000020547000000000,1
764000001000000020548000000000,2
764000001000000020549000000000,2
764000001000000020550000000000,2
764000001000000020551000000000,2
764000001000000020552000000000,2
764000001000000020553000000000,1
764000001000000020554000000000,2
764000001000000020555000000000,2
764000001000000020556000000000,2
764000001000000020557000000000,2
764000001000000020558000000000,1
764000001000000020559000000000,2
764000001000000020560000000000,2
764000001000000020561000000000,1
764000001000000020562000000000,2
764000001000000020563000000000,2
764000001000000020564000000000,2
764000001000000020565000000000,2
764000001000000020566000000000,2
764000001000000020567000000000,2
764000001000000020568000000000,2
764000001000000020569000000000,2
764000001000000020570000000000,2
764000001000000020571000000000,2
764000001000000020572000000000,2
764000001000000020573000000000,2
764000001000000020574000000000,2
764000001000000020575000000000,2
764000001000000020576000000000,2
764000001000000020577000000000,2
764000001000000020578000000000,2
764000001000000020579000000000,2
764000001000000020580000000000,2
764000001000000020581000000000,2
764000001000000020582000000000,2
764000001000000020583000000000,2
764000001000000020584000000000,2
764000001000000020585000000000,2
764000001000000020586000000000,2
764000001000000020587000000000,2
764000001000000020588000000000,2
764000001000000020589000000000,2
764000001000000020590000000000,2
764000001000000020591000000000,1
764000001000000020592000000000,1
764000001000000020594000000000,1
764000001000000020596000000000,1
764000001000000020597000000000,1
764000001000000020599000000000,2
764000001000000020600000000000,1
764000001000000020603000000000,1
764000001000000020610000000000,1
764000001000000020613000000000,1
764000001000000020614000000000,1
764000001000000020617000000000,2
764000001000000020618000000000,3
764000001000000020619000000000,1
764000001000000020620000000000,1
764000001000000020621000000000,1
764000001000000020623000000000,2
764000001000000020624000000000,1
764000001000000020625000000000,1
764000001000000020626000000000,2
764000001000000020627000000000,1
764000001000000020628000000000,4
764000001000000020629000000000,2
764000001000000020630000000000,1
764000001000000020632000000000,2
764000001000000020634000000000,1
764000001000000020635000000000,2
764000001000000020637000000000,1
764000001000000020640000000000,1
764000001000000020644000000000,1
764000001000000020645000000000,1
764000001000000020646000000000,2
764000001000000020647000000000,2
764000001000000020648000000000,1
764000001000000020649000000000,1
764000001000000020651000000000,1
764000001000000020652000000000,2
764000001000000020658000000000,2
764000001000000020659000000000,2
764000001000000020660000000000,1
764000001000000020662000000000,1
764000001000000020663000000000,1
764000001000000020664000000000,2
764000001000000020666000000000,2
764000001000000020667000000000,1
764000001000000020668000000000,2
764000001000000020669000000000,2
764000001000000020670000000000,2
764000001000000020672000000000,1
764000001000000020674000000000,1
764000001000000020675000000000,1
764000001000000020676000000000,1
764000001000000020677000000000,1
764000001000000020679000000000,2
764000001000000020680000000000,1
764000001000000020742000000000,2
764000001000000020743000000000,2
764000001000000020744000000000,1
764000001000000020817000000000,2
764000001000000020821000000000,2
764000001000000020822000000000,2
764000001000000020823000000000,2
764000001000000020824000000000,2
764000001000000020825000000000,2
764000001000000020828000000000,2
764000001000000020829000000000,2
764000001000000020830000000000,1
764000001000000020831000000000,1
764000001000000020833000000000,2
764000001000000020835000000000,2
764000001000000020836000000000,2
764000001000000020837000000000,2
764000001000000020838000000000,2
764000001000000020846000000000,2
764000001000000020847000000000,2
764000001000000020848000000000,2
764000001000000020849000000000,2
764000001000000020850000000000,2
764000001000000020851000000000,2
764000001000000020852000000000,1
764000001000000020853000000000,2
764000001000000020854000000000,2
764000001000000020860000000000,2
764000001000000020861000000000,2
764000001000000020862000000000,2
764000001000000020863000000000,1
764000001000000020864000000000,2
764000001000000030002000000000,2
764000001000000030003000000000,2
764000001000000030004000000000,2
764000001000000030005000000000,2
764000001000000030007000000000,2
764000001000000030008000000000,2
764000001000000030013000000000,2
764000001000000030014000000000,2
764000001000000030016000000000,2
764000001000000030019000000000,2
764000001000000030021000000000,2
764000001000000030022000000000,2
764000001000000030023000000000,2
764000001000000030025000000000,2
764000001000000030026000000000,2
764000001000000030027000000000,2
764000001000000030030000000000,2
764000001000000030034000000000,2
764000001000000030036000000000,2
764000001000000030037000000000,2
764000001000000030038000000000,2
764000001000000030039000000000,2
764000001000000030040000000000,2
764000001000000030041000000000,2
764000001000000030045000000000,2
764000001000000030046000000000,2
764000001000000030047000000000,2
764000001000000030049000000000,2
764000001000000030050000000000,2
764000001000000030053000000000,2
764000001000000030054000000000,2
764000001000000030059000000000,1
764000001000000030060000000000,1
764000001000000030061000000000,4
764000001000000030062000000000,4
764000001000000030066000000000,2
764000001000000030067000000000,2
764000001000000030068000000000,4
764000001000000030069000000000,4
764000001000000030070000000000,4
764000001000000030071000000000,4
764000001000000030074000000000,4
764000001000000030075000000000,4
764000001000000030076000000000,4
764000001000000030077000000000,4
764000001000000030078000000000,4
764000001000000030079000000000,4
764000001000000030081000000000,4
764000001000000030083000000000,4
764000001000000030085000000000,4
764000001000000030086000000000,4
764000001000000030094000000000,4
764000001000000030095000000000,4
764000001000000030096000000000,4
764000001000000030097000000000,4
764000001000000030098000000000,4
764000001000000030099000000000,4
764000001000000030100000000000,4
764000001000000030101000000000,4
764000001000000030102000000000,4
764000001000000030103000000000,4
764000001000000030104000000000,4
764000001000000030105000000000,4
764000001000000030106000000000,4
764000001000000030107000000000,4
764000001000000030108000000000,4
764000001000000030109000000000,4
764000001000000030110000000000,4
764000001000000030111000000000,4
764000001000000030114000000000,4
764000001000000030116000000000,4
764000001000000030120000000000,4
764000001000000030122000000000,2
764000001000000030123000000000,2
764000001000000030124000000000,2
764000001000000030125000000000,2
764000001000000030126000000000,2
764000001000000030127000000000,2
764000001000000030128000000000,2
764000001000000030130000000000,2
764000001000000030131000000000,2
764000001000000030132000000000,2
764000001000000030133000000000,2
764000001000000030134000000000,2
764000001000000030137000000000,2
764000001000000030138000000000,2
764000001000000030139000000000,2
764000001000000030140000000000,2
764000001000000030141000000000,2
764000001000000030142000000000,2
764000001000000030143000000000,2
764000001000000030144000000000,2
764000001000000030146000000000,2
764000001000000030147000000000,2
764000001000000030148000000000,2
764000001000000030149000000000,2
764000001000000030150000000000,2
764000001000000030151000000000,2
764000001000000030152000000000,2
764000001000000030153000000000,2
764000001000000030154000000000,2
764000001000000030155000000000,2
764000001000000030157000000000,2
764000001000000030158000000000,2
764000001000000030159000000000,2
764000001000000030160000000000,2
764000001000000030161000000000,2
764000001000000030162000000000,2
764000001000000030163000000000,2
764000001000000030164000000000,2
764000001000000030165000000000,2
764000001000000030166000000000,2
764000001000000030167000000000,2
764000001000000030168000000000,2
764000001000000030169000000000,2
764000001000000030171000000000,2
764000001000000030172000000000,2
764000001000000030174000000000,2
764000001000000030175000000000,2
764000001000000030178000000000,2
764000001000000030181000000000,2
764000001000000030183000000000,3
764000001000000030184000000000,3
764000001000000030185000000000,3
764000001000000030186000000000,3
764000001000000030187000000000,3
764000001000000030188000000000,3
764000001000000030189000000000,3
764000001000000030190000000000,3
764000001000000030192000000000,3
764000001000000030193000000000,3
764000001000000030194000000000,3
764000001000000030196000000000,2
764000001000000030197000000000,2
764000001000000030198000000000,2
764000001000000030199000000000,2
764000001000000030200000000000,2
764000001000000030201000000000,2
764000001000000030202000000000,2
764000001000000030203000000000,2
764000001000000030204000000000,2
764000001000000030205000000000,2
764000001000000030206000000000,2
764000001000000030207000000000,2
764000001000000030208000000000,2
764000001000000030209000000000,2
764000001000000030210000000000,2
764000001000000030211000000000,2
764000001000000030212000000000,2
764000001000000030213000000000,2
764000001000000030214000000000,2
764000001000000030215000000000,2
764000001000000030216000000000,2
764000001000000030219000000000,2
764000001000000030220000000000,2
764000001000000030221000000000,2
764000001000000030223000000000,2
764000001000000030225000000000,2
764000001000000030227000000000,2
764000001000000030228000000000,2
764000001000000030229000000000,2
764000001000000030230000000000,2
764000001000000030231000000000,2
764000001000000030232000000000,2
764000001000000030233000000000,2
764000001000000030234000000000,3
764000001000000030236000000000,3
764000001000000030237000000000,3
764000001000000030238000000000,3
764000001000000030239000000000,2
764000001000000030241000000000,2
764000001000000030243000000000,2
764000001000000030245000000000,2
764000001000000030246000000000,2
764000001000000030247000000000,2
764000001000000030248000000000,2
764000001000000030249000000000,2
764000001000000030253000000000,2
764000001000000030254000000000,3
764000001000000030257000000000,2
764000001000000030259000000000,2
764000001000000030260000000000,2
764000001000000030261000000000,2
764000001000000030263000000000,2
764000001000000030264000000000,2
764000001000000030265000000000,3
764000001000000030266000000000,3
764000001000000030269000000000,1
764000001000000030270000000000,1
764000001000000030271000000000,1
764000001000000030272000000000,1
764000001000000030274000000000,1
764000001000000030275000000000,1
764000001000000030276000000000,1
764000001000000030277000000000,1
764000001000000030278000000000,1
764000001000000030279000000000,1
764000001000000030280000000000,1
764000001000000030281000000000,1
764000001000000030284000000000,1
764000001000000030286000000000,4
764000001000000030287000000000,4
764000001000000030288000000000,4
764000001000000030289000000000,4
764000001000000030290000000000,4
764000001000000030291000000000,4
764000001000000030292000000000,4
764000001000000030293000000000,4
764000001000000030294000000000,4
764000001000000030295000000000,4
764000001000000030297000000000,4
764000001000000030298000000000,4
764000001000000030299000000000,4
764000001000000030300000000000,4
764000001000000030301000000000,4
764000001000000030302000000000,4
764000001000000030303000000000,4
764000001000000030304000000000,4
764000001000000030305000000000,4
764000001000000030306000000000,4
764000001000000030307000000000,4
764000001000000030308000000000,4
764000001000000030309000000000,4
764000001000000030310000000000,4
764000001000000030311000000000,4
764000001000000030315000000000,4
764000001000000030316000000000,4
764000001000000030317000000000,4
764000001000000030319000000000,4
764000001000000030333000000000,4
764000001000000030336000000000,4
764000001000000030338000000000,4
764000001000000030340000000000,1
764000001000000030341000000000,1
764000001000000030342000000000,1
764000001000000030343000000000,1
764000001000000030344000000000,1
764000001000000030346000000000,1
764000001000000030347000000000,1
764000001000000030348000000000,1
764000001000000030349000000000,1
764000001000000030350000000000,1
764000001000000030351000000000,1
764000001000000030352000000000,4
764000001000000030353000000000,1
764000001000000030354000000000,1
764000001000000030355000000000,1
764000001000000030356000000000,1
764000001000000030357000000000,1
764000001000000030358000000000,1
764000001000000030359000000000,1
764000001000000030360000000000,4
764000001000000030361000000000,4
764000001000000030362000000000,4
764000001000000030363000000000,4
764000001000000030364000000000,4
764000001000000030366000000000,4
764000001000000030367000000000,4
764000001000000030368000000000,4
764000001000000030369000000000,4
764000001000000030370000000000,4
764000001000000030371000000000,4
764000001000000030372000000000,4
764000001000000030373000000000,4
764000001000000030374000000000,4
764000001000000030375000000000,4
764000001000000030391000000000,4
764000001000000030392000000000,4
764000001000000030393000000000,4
764000001000000030394000000000,4
764000001000000030395000000000,4
764000001000000030396000000000,4
764000001000000030399000000000,4
764000001000000030400000000000,2
764000001000000030401000000000,4
764000001000000030402000000000,4
764000001000000030403000000000,4
